ID,MSZoning,Street,Alley,LotArea,LotShape,LandContour,Utilities,LandSlope,Neighborhood,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,CentralAir,Electrical,1stFlrSF,2ndFlrSF,TotFlrSF,LowQualFinSF,GrLivArea,Bath,Bedroom,Kitchen,KitchenQual,TotRmsAbvGrd,Functional,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,Fence,MiscFeature,MiscVal,DaSold,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1465,RL,Pave,Pave,198,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1998,2014,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,198,0,198,0,198,1,3,1,Gd,4,Min1,Attchd,Fin,1,14,Gd,Gd,MnPrv,NA,0,8,6,2021,Con,Normal,850000000
1466,RL,Pave,Pave,226,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1999,2017,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,226,0,226,0,226,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,MnPrv,NA,0,17,1,2021,Con,Normal,750000000
1467,RL,Pave,Pave,145,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,2000,2018,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,145,0,145,0,145,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,Gd,Gd,GdPrv,NA,0,6,10,2021,Con,Normal,950000000
1468,RL,Pave,Pave,149,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,2004,2015,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,149,0,149,0,149,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,Gd,Gd,GdPrv,NA,0,20,3,2021,Con,Normal,750000000
1469,RL,Pave,Pave,115,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,2003,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,115,0,115,0,115,1,3,1,Gd,4,Min1,Attchd,Fin,1,15,Gd,Gd,MnPrv,NA,0,15,1,2021,Con,Normal,850000000
1470,RL,Pave,Pave,195,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1995,2014,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,195,0,195,0,195,1,3,1,Gd,4,Min1,Attchd,Fin,1,15,Gd,Gd,MnPrv,NA,0,10,12,2021,Con,Normal,750000000
1471,RL,Pave,Pave,231,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1994,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,231,0,231,0,231,1,3,1,Gd,4,Min1,Attchd,Fin,1,14,Gd,Gd,GdPrv,NA,0,16,10,2021,Con,Normal,850000000
1472,RL,Pave,Pave,233,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,2007,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,233,0,233,0,233,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,MnPrv,NA,0,22,11,2021,Con,Normal,850000000
1473,RL,Pave,Pave,254,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,2005,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,254,0,254,0,254,1,3,1,Gd,4,Min1,Attchd,Fin,1,15,Gd,Gd,GdPrv,NA,0,22,2,2021,Con,Normal,750000000
1474,RL,Pave,Pave,222,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1996,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,222,0,222,0,222,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,MnPrv,NA,0,28,2,2021,Con,Normal,750000000
1475,RL,Pave,Pave,150,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1996,2018,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,150,0,150,0,150,1,3,1,Gd,4,Min1,Attchd,Fin,1,14,Gd,Gd,GdPrv,NA,0,14,9,2021,Con,Normal,750000000
1476,RL,Pave,Pave,150,IR2,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1996,2019,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,150,0,150,0,150,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,GdPrv,NA,0,11,4,2021,Con,Normal,950000000
1477,RL,Pave,Pave,150,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1996,2020,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,150,0,150,0,150,1,3,1,Gd,4,Min1,Attchd,Fin,1,15,Gd,Gd,MnPrv,NA,0,1,9,2021,Con,Normal,750000000
1478,RL,Pave,Pave,150,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1996,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,150,0,150,0,150,1,3,1,Gd,4,Min1,Attchd,Fin,1,14,Gd,Gd,MnPrv,NA,0,20,8,2021,Con,Normal,850000000
1479,RL,Pave,Pave,150,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1954,2014,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,150,0,150,0,150,1,3,1,Gd,4,Min1,Attchd,Fin,1,14,Gd,Gd,MnPrv,NA,0,23,8,2021,Con,Normal,750000000
1480,RL,Pave,Pave,150,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1996,2015,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,150,0,150,0,150,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,MnPrv,NA,0,5,2,2021,Con,Normal,750000000
1481,RL,Pave,Pave,120,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1967,2014,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,120,0,120,0,120,1,3,1,Gd,4,Min1,Attchd,Fin,1,14,Gd,Gd,MnPrv,NA,0,14,5,2021,Con,Normal,750000000
1482,RL,Pave,Pave,120,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1996,2017,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,120,0,120,0,120,1,3,1,Gd,4,Min1,Attchd,Fin,1,15,Gd,Gd,MnPrv,NA,0,10,9,2021,Con,Normal,750000000
1483,RL,Pave,Pave,120,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1978,2018,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,120,0,120,0,120,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,Gd,Gd,MnPrv,NA,0,22,12,2021,Con,Normal,850000000
1484,RL,Pave,Pave,120,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1978,2015,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,120,0,120,0,120,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,GdPrv,NA,0,20,12,2021,Con,Normal,750000000
1485,RL,Pave,Pave,120,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1989,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,120,0,120,0,120,1,3,1,Gd,4,Min1,Attchd,Fin,1,15,Gd,Gd,MnPrv,NA,0,23,7,2021,Con,Normal,850000000
1486,RL,Pave,Pave,120,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1996,2014,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,120,0,120,0,120,1,3,1,Gd,4,Min1,Attchd,Fin,1,14,Gd,Gd,MnPrv,NA,0,25,6,2021,Con,Normal,950000000
1487,RL,Pave,Pave,144,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1994,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,144,0,144,0,144,1,3,1,Gd,4,Min1,Attchd,Fin,1,15,Gd,Gd,MnPrv,NA,0,6,8,2021,Con,Normal,750000000
1488,RL,Pave,Pave,144,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1992,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,144,0,144,0,144,1,3,1,Gd,4,Min1,Attchd,Fin,1,14,Gd,Gd,MnPrv,NA,0,10,9,2021,Con,Normal,750000000
1489,RL,Pave,Pave,144,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,2004,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,144,0,144,0,144,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,Gd,Gd,MnPrv,NA,0,13,12,2021,Con,Normal,850000000
1490,RL,Pave,Pave,144,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1994,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,144,0,144,0,144,1,3,1,Gd,4,Min1,Attchd,Fin,1,14,Gd,Gd,MnPrv,NA,0,27,5,2021,Con,Normal,750000000
1491,RL,Pave,Pave,144,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1998,2018,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,144,0,144,0,144,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,MnPrv,NA,0,9,8,2021,Con,Normal,750000000
1492,RL,Pave,Pave,176,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1999,2019,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,176,0,176,0,176,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,MnPrv,NA,0,26,9,2021,Con,Normal,950000000
1493,RL,Pave,Pave,176,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,6,6,2000,2020,Gable,ClyTile,BrkComm,NA,TA,TA,BrkTil,N,SBrkr,176,0,176,0,176,1,3,1,Gd,4,Min1,Attchd,Fin,1,14,TA,TA,MnPrv,NA,0,15,7,2021,Con,Normal,850000000
1494,RL,Pave,Pave,144,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,2004,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,144,0,144,0,144,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,Gd,Gd,MnPrv,NA,0,8,7,2021,Con,Normal,750000000
1495,RL,Pave,Pave,140,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,2003,2014,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,140,0,140,0,140,1,3,1,Gd,4,Min1,Attchd,Fin,1,15,Gd,Gd,MnPrv,NA,0,15,10,2021,Con,Normal,750000000
1496,RL,Pave,Pave,170,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1995,2015,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,170,0,170,0,170,1,3,1,Gd,4,Min1,Attchd,Fin,1,15,Gd,Gd,MnPrv,NA,0,16,5,2021,Con,Normal,850000000
1497,RL,Pave,Pave,120,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1994,2014,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,120,0,120,0,120,1,3,1,Gd,4,Min1,Attchd,Fin,1,15,Gd,Gd,GdPrv,NA,0,15,6,2021,Con,Normal,750000000
1498,RL,Pave,Pave,160,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,2007,2017,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,160,0,160,0,160,1,3,1,Gd,4,Min1,Attchd,Fin,1,14,Gd,Gd,GdPrv,NA,0,21,1,2021,Con,Normal,750000000
1499,RL,Pave,Pave,164,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,2005,2018,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,164,0,164,0,164,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,GdPrv,NA,0,18,8,2021,Con,Normal,850000000
1500,RL,Pave,Pave,144,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1996,2015,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,144,0,144,0,144,1,3,1,Gd,4,Min1,Attchd,Fin,1,15,Gd,Gd,GdPrv,NA,0,21,9,2021,Con,Normal,750000000
1501,RL,Pave,Pave,112,IR2,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1996,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,112,0,112,0,112,1,3,1,Gd,4,Min1,Attchd,Fin,1,15,Gd,Gd,GdPrv,NA,0,14,4,2021,Con,Normal,750000000
1502,RL,Pave,Pave,114,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1996,2014,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,114,0,114,0,114,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,GdPrv,NA,0,8,4,2021,Con,Normal,950000000
1503,RL,Pave,Pave,246,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,6,6,1996,2016,Gable,ClyTile,BrkComm,NA,TA,TA,BrkTil,N,SBrkr,246,0,246,0,246,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,TA,TA,MnPrv,NA,0,7,11,2021,Con,Normal,750000000
1504,RL,Pave,Pave,230,IR2,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,6,6,1996,2016,Gable,ClyTile,BrkComm,NA,TA,TA,BrkTil,N,SBrkr,230,0,230,0,230,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,TA,TA,MnPrv,NA,0,4,12,2021,Con,Normal,950000000
1505,RL,Pave,Pave,198,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,6,6,1954,2016,Gable,ClyTile,BrkComm,NA,TA,TA,BrkTil,N,SBrkr,198,0,198,0,198,1,3,1,Gd,4,Min1,Attchd,Fin,1,15,TA,TA,MnPrv,NA,0,15,6,2021,Con,Normal,750000000
1506,RL,Pave,Pave,176,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,6,6,1996,2016,Gable,ClyTile,BrkComm,NA,TA,TA,BrkTil,N,SBrkr,176,0,176,0,176,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,TA,TA,MnPrv,NA,0,3,3,2021,Con,Normal,850000000
1507,RL,Pave,Pave,184,IR2,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1967,2018,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,184,0,184,0,184,1,3,1,Gd,4,Min1,Attchd,Fin,1,15,Gd,Gd,GdPrv,NA,0,20,9,2021,Con,Normal,750000000
1508,RL,Pave,Pave,138,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1996,2019,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,138,0,138,0,138,1,3,1,Gd,4,Min1,Attchd,Fin,1,14,Gd,Gd,MnPrv,NA,0,1,1,2021,Con,Normal,750000000
1509,RL,Pave,Pave,148,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1978,2020,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,148,0,148,0,148,1,3,1,Gd,4,Min1,Attchd,Fin,1,15,Gd,Gd,MnPrv,NA,0,21,6,2021,Con,Normal,750000000
1510,RL,Pave,Pave,144,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1978,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,144,0,144,0,144,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,GdPrv,NA,0,19,4,2021,Con,Normal,850000000
1511,RL,Pave,Pave,220,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1989,2014,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,220,0,220,0,220,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,Gd,Gd,MnPrv,NA,0,18,1,2021,Con,Normal,950000000
1512,RL,Pave,Pave,198,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1996,2015,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,198,0,198,0,198,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,MnPrv,NA,0,15,2,2021,Con,Normal,750000000
1513,RL,Pave,Pave,226,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1994,2014,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,226,0,226,0,226,1,3,1,Gd,4,Min1,Attchd,Fin,1,15,Gd,Gd,MnPrv,NA,0,10,8,2021,Con,Normal,850000000
1514,RL,Pave,Pave,145,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1992,2017,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,145,0,145,0,145,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,Gd,Gd,GdPrv,NA,0,21,6,2021,Con,Normal,750000000
1515,RL,Pave,Pave,149,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,2004,2018,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,149,0,149,0,149,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,MnPrv,NA,0,11,6,2021,Con,Normal,850000000
1516,RL,Pave,Pave,115,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1994,2015,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,115,0,115,0,115,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,Gd,Gd,MnPrv,NA,0,27,11,2021,Con,Normal,750000000
1517,RL,Pave,Pave,195,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1998,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,195,0,195,0,195,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,MnPrv,NA,0,20,3,2021,Con,Normal,850000000
1518,RL,Pave,Pave,231,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1999,2014,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,231,0,231,0,231,1,3,1,Gd,4,Min1,Attchd,Fin,1,14,Gd,Gd,MnPrv,NA,0,19,3,2021,Con,Normal,750000000
1519,RL,Pave,Pave,233,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,2000,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,233,0,233,0,233,1,3,1,Gd,4,Min1,Attchd,Fin,1,14,Gd,Gd,MnPrv,NA,0,28,4,2021,Con,Normal,750000000
1520,RL,Pave,Pave,254,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,2004,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,254,0,254,0,254,1,3,1,Gd,4,Min1,Attchd,Fin,1,14,Gd,Gd,MnPrv,NA,0,14,11,2021,Con,Normal,750000000
1521,RL,Pave,Pave,222,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,2003,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,222,0,222,0,222,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,MnPrv,NA,0,16,12,2021,Con,Normal,750000000
1522,RL,Pave,Pave,150,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1995,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,150,0,150,0,150,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,MnPrv,NA,0,11,11,2021,Con,Normal,750000000
1523,RL,Pave,Pave,150,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1994,2018,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,150,0,150,0,150,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,Gd,Gd,MnPrv,NA,0,11,6,2021,Con,Normal,850000000
1524,RL,Pave,Pave,150,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,2007,2019,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,150,0,150,0,150,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,Gd,Gd,MnPrv,NA,0,18,11,2021,Con,Normal,750000000
1525,RL,Pave,Pave,150,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,2005,2020,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,150,0,150,0,150,1,3,1,Gd,4,Min1,Attchd,Fin,1,14,Gd,Gd,MnPrv,NA,0,7,12,2021,Con,Normal,750000000
1526,RL,Pave,Pave,150,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1996,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,150,0,150,0,150,1,3,1,Gd,4,Min1,Attchd,Fin,1,15,Gd,Gd,MnPrv,NA,0,21,11,2021,Con,Normal,850000000
1527,RL,Pave,Pave,150,IR2,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1996,2014,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,150,0,150,0,150,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,MnPrv,NA,0,16,2,2021,Con,Normal,750000000
1528,RL,Pave,Pave,120,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1996,2015,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,120,0,120,0,120,1,3,1,Gd,4,Min1,Attchd,Fin,1,14,Gd,Gd,MnPrv,NA,0,21,8,2021,Con,Normal,750000000
1529,RL,Pave,Pave,120,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1996,2014,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,120,0,120,0,120,1,3,1,Gd,4,Min1,Attchd,Fin,1,14,Gd,Gd,MnPrv,NA,0,10,9,2021,Con,Normal,750000000
1530,RL,Pave,Pave,120,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1996,2017,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,120,0,120,0,120,1,3,1,Gd,4,Min1,Attchd,Fin,1,15,Gd,Gd,GdPrv,NA,0,13,5,2021,Con,Normal,950000000
1531,RL,Pave,Pave,120,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1954,2018,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,120,0,120,0,120,1,3,1,Gd,4,Min1,Attchd,Fin,1,15,Gd,Gd,MnPrv,NA,0,28,12,2021,Con,Normal,850000000
1532,RL,Pave,Pave,120,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1996,2015,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,120,0,120,0,120,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,Gd,Gd,MnPrv,NA,0,13,10,2021,Con,Normal,750000000
1533,RL,Pave,Pave,120,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1967,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,120,0,120,0,120,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,GdPrv,NA,0,22,11,2021,Con,Normal,850000000
1534,RL,Pave,Pave,144,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1996,2014,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,144,0,144,0,144,1,3,1,Gd,4,Min1,Attchd,Fin,1,13,Gd,Gd,MnPrv,NA,0,18,5,2021,Con,Normal,750000000
1535,RL,Pave,Pave,144,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1978,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,144,0,144,0,144,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,Gd,Gd,GdPrv,NA,0,9,1,2021,Con,Normal,750000000
1536,RL,Pave,Pave,144,IR2,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1978,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,144,0,144,0,144,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,Gd,Gd,GdPrv,NA,0,5,5,2021,Con,Normal,750000000
1537,RL,Pave,Pave,144,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1989,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,144,0,144,0,144,1,3,1,Gd,4,Min1,Attchd,Fin,1,15,Gd,Gd,MnPrv,NA,0,15,9,2021,Con,Normal,750000000
1538,RL,Pave,Pave,144,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,8,8,1996,2016,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,144,0,144,0,144,1,3,1,Gd,4,Min1,Attchd,Fin,1,14,Gd,Gd,MnPrv,NA,0,16,12,2021,Con,Normal,950000000
1539,RL,Pave,Pave,176,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1994,2018,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,176,0,176,0,176,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,Gd,Gd,MnPrv,NA,0,16,4,2021,Con,Normal,850000000
1540,RL,Pave,Pave,176,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,1992,2019,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,176,0,176,0,176,1,3,1,Gd,4,Min1,Attchd,Fin,1,12,Gd,Gd,GdPrv,NA,0,28,8,2021,Con,Normal,950000000
1541,RL,Pave,Pave,144,IR1,Lvl,AllPub,Gtl,SMG,Feedr,Norm,1,7,7,2004,2020,Gable,ClyTile,BrkComm,NA,Gd,Gd,BrkTil,N,SBrkr,144,0,144,0,144,1,3,1,Gd,4,Min1,Attchd,Fin,1,15,Gd,Gd,MnPrv,NA,0,21,8,2021,Con,Normal,750000000
